,职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求,C,Python,Matlab,Opencv,Tensorflow,Java,Linux,Caffe,Spark,Pytorch
135,三维点云处理算法工程师,算法,24000.0,湖南省道通科技有限公司,长沙,1.0,硕士,基于多目视觉的三维扫描、测量、空间几何变换研究；2.基于三维点云的物体识别、匹配、分割等算法研究。岗位要求：1. 对以上工作内容涉及技术有狂热兴趣，并投入大量时间钻研；2. 硕士1年以上相关工作经验，在相关领域有较深入研究的优秀应届生亦可；3. 具备良好编程能力，精通C/C++开发语言；4. 精通多目立体相机标定、立体视觉、三维矩阵变换、点云处理等算法；5. 熟悉PCL等开源算法库优先。员工福利：1、丰厚年终奖+悬红项目奖+季度激励奖+月度激励奖；2、入职即购买五险一金；3、公司提供免费宿舍；3、提供伙食，自助餐形式；4、每月提供80元/人经费，可用于部门内团建活动；每周公司组织体育类活动（篮球、乒乓球、羽毛球）；当天提供下午茶（水果或糕点类）；5、员工生日礼物、传统佳节贺礼（春节/妇女节/端午节/中秋节）；6、公司为员工提供广泛的发展空间，公司开辟了管理、技术、营销三条职业发展通道，为员工可持续发展奠定基础；7、公司培训体系包括入职培训、技能提升培训、专项内训、中高级人才外派培训等。,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,图像处理算法工程师,算法,13500.0,成都熊谷加世电器有限公司,成都,2.0,本科,"职位描述：1.负责图像采集，算法的设计;2. 图像效果处理方面的算法研究及实现 ;3. 负责算法移植及其测试 . 任职要求：1. 图像处理相关工作经验 ;2. 熟悉opencv,matlab . ",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
137,C++软件工程师（算法方向）,算法,15000.0,湖州佳格电子科技股份有限公司,上海,2.0,本科,"工作职责1.基于linux开发相关程序，包括USB驱动，网络通信，图像/图形化处理，应用及算法实现等。2.基于PC及嵌入式主机开发。任职要求1.2年及以上linux下从事C++开发工作经验；2.有驱动/内核等底层开发经验，或arm平台开发经验者更佳；3.熟悉socket,shell脚本，面向对象编程，多线程编程，熟练掌握数据结构，常用算法等。4.熟悉gcc/g++等一种开发环境，熟悉makefile编写",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
138,ISP图像算法工程师,算法,20000.0,深圳市迈德威视科技有限公司,深圳,5.0,本科,"【主要职责】1. 负责图像 ISP流程开发和维护；2. 负责3A(AE/AWB/AF)算法的开发和维护，分析解决3A相关问题，能对算法提出创新性的改进方案；【任职要求】1. 学历/所受培训：光电、图像处理及计算机相关专业本科以上学历，光电，图像处理专业优先；2. 有5年相关行业工作经验者优先。相关行业包括数码相机，图像传感器和平台ISP算法处理等；3. 有实际的ISP产品开发经验，精通ISP的相关算法和处理流程，并能独立完成其中多个模块(如demosaic,denoise,坏点补偿,Gamma校准，色域空间的转换，sharpness，WDR等)的算法开发和维护；4. 精通3A算法和matlab，了解和熟悉主流的3A算法，能够通过matlab等仿真把算法转换成实际的C/C++代码，并对算法进行优化改进；5. 对于sensor感光原理以及显示技术非常了解，对于颜色体系和色彩原理有深刻的理解，对于人眼的色彩感知和心理色彩感受有较深入的研究；6. 熟练C/C++和Matlab语言，会FPGA编程者优先考虑；7. 熟悉SONY,Onsemi等sensor优先考虑；8. 熟悉海思平台的ISP调试优先考虑；9. 注重细节，追求完美，有创新精神，有很强的工作热情。10.责任心强，有较强的学习能力和问题分析能力，严谨的工作态度，较强的团队合作精神、沟通能力、抗压能力及专注力；",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,推荐算法工程师(J12454),算法,40000.0,作业帮教育科技（北京）有限公司,北京,3.0,本科,工作职责:1. 负责平台个性化内容推荐，根据不同用户特征和需求和应用场景，实时推荐有针对性的服务内容，提升用户满意度；2. 运用机器学习、深度学习和文本挖掘等技术，分析人和服务内容的特征，挖掘两者间的关联，指内容、视频、资讯个性化服务设计和内容提供；3. 不断优化、提升已有算法和新技术预研与落地应用。任职资格:1. 具有一定大数据挖掘或个性化推荐相关工作经验；2. 要求具有Spark/Hadoop/Storm 等大规模分布式计算平台的使用和并行算法的开发经验；3. 熟悉Linux/Unix 开发环境，熟练使用C/C++、Java、Python等一种语言；4. 熟悉常用机器学习算法和个性化推荐算法；5. 有视频、新闻等个性推荐工作经验者优先；6. 良好的沟通能力，工作积极主动，愿意接受挑战。,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
140,算法工程师,算法,7000.0,上海凡思信息科技有限公司,上海,0.0,中专,岗位职责：1、优化或者重新创造基于CMOS的图像识别算法。2、研究曲线拟合和回归算法。3、研究免疫反应试剂条的结果计算方法。4、其他职责相关。能力要求：1、具有编程基础。2、优秀的数学与统计背景。3、重视细节。基本福利：1、缴纳养老保险金、医疗保险金、大病保险金，失业保险金，生育保险金，工伤保险金；2、为员工提供广阔的职业发展平台与晋升空间，每月一次内部晋升机会；3、年度旅游；年度先进表彰；4、按国家法定节假日休假；节日礼物/生日礼物；5、根据工作需要加班者均可享受加班补贴、加班工作餐及餐补、交通补贴；6、培训：公司会根据公司发展需求组织员工培训，对于有发展潜力的职员，公司会提供外出学习的机会。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,算法工程师,算法,7000.0,上海神技信息科技有限公司,上海,0.0,无,岗位职责：1、优化或者重新创造基于CMOS的图像识别算法。2、研究曲线拟合和回归算法。3、研究免疫反应试剂条的结果计算方法。4、其他职责相关。能力要求：1、具有编程基础。2、优秀的数学与统计背景。3、重视细节。基本福利：1、缴纳养老保险金、医疗保险金、大病保险金，失业保险金，生育保险金，工伤保险金；2、为员工提供广阔的职业发展平台与晋升空间，每月一次内部晋升机会；3、年度旅游；年度先进表彰；4、按国家法定节假日休假；节日礼物/生日礼物；5、根据工作需要加班者均可享受加班补贴、加班工作餐及餐补、交通补贴；6、培训：公司会根据公司发展需求组织员工培训，对于有发展潜力的职员，公司会提供外出学习的机会。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,视觉算法主管/工程师,算法,25000.0,苏州英思职图企业管理有限公司,苏州,5.0,硕士,"工作职责：1、参与大型自动光学检测设备的图像算法研发；2、负责公司算法软件中的模块开发、设计、编码等开发工作；3、必要时需到客户现场参与现场实施、调试及升级维护工作。岗位要求：1、硕士以上学历,计算机、数学、模式识别等专业或研究方向为图像处理、模式识别；2、熟练掌握C/C++语言及VC环境并具有丰富的编程经验；3、有图像处理、信号处理或模式识别相关项目经验，对科研有浓厚兴趣；4、扎实的图像处理及模式识别理论知识；5、有良好沟通表达能力、团队精神。",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,ROS算法工程师,算法,22500.0,广州荣锋电子科技有限公司,广州,1.0,本科,、负责搭建移动机器人ROS平台2、负责机器人传感和设备的驱动及接口程序开发和测试，参与产品设计和软件功能开发；3、参与机器人现场应用调试（需适应短时出差）；4、参与编写相关技术文档，并对相关的测试、实施人员进行培训和指导任职资格：1、自动化类及相关专业，本科及以上；2、熟悉ROS系统搭建，应用SLAM算法搭建移动机器人平台，掌握激光/视觉SLAM算法；3、具有Python/C++语言编程能力，有较强的逻辑分析能力及良好的编程习惯；4、掌握设计模式和开发技能，熟悉软件开发流程，具有独立工作能力、良好的团队协作意识；5、有自主导航移动机器人/AGV开发经验者优先。,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,视觉算法工程师,算法,17500.0,深圳市兴禾自动化有限公司,深圳,3.0,本科,						任职要求：2、熟悉深度学习或计算机视觉各个领域中核心算法；3、熟悉caffetensorflow、mxnet等至少一种深度学习框架；4、有检测、识别等项目经验优先。工作职责：1、负责深度学习散发或计算机视觉中的核心算法的研究设计；2、设计能够解决工业见得需求的具体处理算法，根据项目需求完成算法设计。职能类别：										算法工程师									关键字：视觉算法,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,高级OCR算法工程师,算法,20000.0,上海梦创双杨数据科技股份有限公司,成都,3.0,本科,工作职责：1. 负责开发OCR识别引擎的核心算法；2. OCR算法的优化与改进，提高识别效率与成功率；3. 与产品开发工程师配合进行算法调优。任职要求：1. 本科以上学历，计算机相关专业，3年以上相关工作经验；2. 有图形图像处理或模式识别算法研究背景；3. 在OCR领域有深入的了解，熟悉主流识别算法与分类器设计；4. 精通C/C++开发，熟悉常用的图像处理库与OCR库；5. 了解国内外OCR技术的发展现状；6. 有移动开发经验者优先。====================================================我们的诚意：*国家规定的保险福利我们都有之外，还有各项形式的补贴；*年度健康体检，关爱你的健康；*不但有生日津贴，还有每月集体的生日party；*美味的下午点心，放松你的心情；*加班晚了别担心，我们提供加班夜宵和回家打车费；*每年固定涨薪机会；*每年有年终绩效奖金，用工资条上的数字体现你的技术和实力；*我们有和你的付出相匹配的薪资；*优秀员工的国内外旅游和父母家人旅游，让您身边的亲人也能感受到公司的关爱；*各种体育赛事，篮球足球乒乓球不在话下；*每年部门团建+公司团建，和小伙伴们快乐的玩耍；*内部推荐奖励机制，呼唤你身边的牛人；*梦创学院提供你专项所需的培训和晋升轮岗空间；*我们还有优秀员工予以期权。我们更有：*高大上的客户群体，提升技术的同时，扩展你的人脉；*为积极上进的小伙伴提供广阔的发展平台和晋升空间，当合伙人创业是常有的事；*我们不提倡无效加班，我们更看重结果；*国内顶尖的软件公司雄厚实力和轻松愉快的办公氛围，扁平化管理；*融洽和谐的人际关系，开放办公环境，再牛的大佬都坐在你周围；*全能的BOSS和最优秀的同事；我们真诚热情的欢迎有梦想的你，让我们一起成为追梦人！,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,算法工程师,算法,15000.0,广东瑞图万方科技股份有限公司,广州,0.0,本科,岗位职责：1.负责无人机惯导、标定、激光点云算法的研究和设计工作；2.参与算法的维护，能够在算法、性能优化方面提出有效的建议；3.参与多传感器融合相关算法的设计、实现及优化；4.参与算法研发相关的其他工作。任职要求：1.本科以上学历，硕士优先；计算机、测绘、地理信息、遥感、飞行器设计等相关专业；2.对GNSS、IMU等算法应用有深刻理解和经验；3.熟练使用matlab、c++、OpenCV、slam等工具；4.在无人机企业、研究院从事过无人机开发优先；5.学习与创新能力强，责任心强，乐于奉献，有较好的抗压能力和团队合作精神。工作地址：广州市天河软件园（科韵园区）建工路11号1楼（地铁5号线科韵路站附近）,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
