,职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求,Excel,Sql,Python,Mysql,Oracle,Java,Hadoop,Linux,Spark
189,数据分析专员 （跨境电商）,数据,5500.0,深圳市前海和盛控股有限公司,深圳,0.0,本科,、负责开发部和销售部进行数据分析，制作月报表、周报表2、分析公司销售账号运营情况，定期向上级汇报3、负责分析开发员的产品情况，梳理断货、滞销产品4、亚马逊广告流量数据的汇总整理，分析点击率、转化率、ACOS等；5、通过对公司跨境电商平台销售数据研究，提出改善方法和建议；任职资格：1.经验不限，可接受应届生，具有跨境电商数据分析经验优先考虑2.统计学等相关数据分析专业毕业，3、熟悉excel、ppt等工具，有较好的报告呈现能力。4、逻辑思维严谨，懂得结合数据层面和应用层面综合分析5、工作认真负责，有团队合作精神，较强的沟通能力,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,建行数据文员,数据,5500.0,长沙惠邦网络科技有限公司,广州,1.0,大专,负责后台的管理和维护，数据的录入和处理工作，完成其他一些相关工作。岗位要求：1、大专以上学历，优秀者可适当放宽；2、形象好，气质佳，20-30；3、熟悉掌据EXCEL的各方面数据分析的应用及熟悉掌握OFFICE的各种办公软件（会使用Vlookup，IF等相关函数）；4、适应能力强，具有一定的抗压能力；5、工作仔细认真、责任心强、有团队精神；上班时间：朝九晚五上班地点：天河区珠江新城购买五险一金，周末双休职能类别：										电脑操作员/打字员																			后勤									关键字：数据处理录入,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,高级大数据应用研发岗,数据,7000.0,江苏常熟农村商业银行股份有限公司,苏州,0.0,无,工作职责:1、负责进行客户业务需求、数据分析需求的调研、收集与分析；2、负责大数据应用的研发、测试、上线和相关文档管理；3、负责大数据实时计算平台及功能模块开发；4、负责本条线大数据平台和大数据处理框架的架构规划设计。任职资格:1、1984年1月1日以后出生，全日制普通高等院校本科及以上学历，计算机及相关专业优先；2、具有5年及以上Java实际使用经验；3、能熟练的进行java多线程编程，对于数据库调优有丰富的经验；4、对于Hadoop生态圈、Hbase、Beeline、UDF有丰富的使用经验者优先；5、对于Kafka、REDIS有使用经验者优先；6、有3年以上大、中型系统设计及开发经验工作经验或3年以上数据仓库架构和大数据系统设计经验者优先； 7、有大规模集群开发运维经验，具备源码级问题解决和集群优化改造能力者优先。,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
192,中级大数据开发工程师,数据,11500.0,上海睿民互联网科技有限公司,北京,3.0,本科,						1.负责数据仓库和大数据处理模块的架构设计和开发；任职要求：1.熟悉Hadoop/Spark生态系统组件的使用，至少有1年的Spark(Core/Streaming/SQL)开发经验；2.熟悉Scala/Java语言，对Scala/Java原理、底层技术有深入研究者优先；3.熟练使用Linux操作系统，编写Shell脚本；4.有优良的TroubleShooting能力，对新技术有孜孜不倦的热情，具有良好的学习能力、团队协作能力和沟通能力；5.有过海量数据系统开发经验者优先；6.在开源社群活跃并有积极贡献者优先；7.有统计学数学知识，海量数据处理、数据分析和挖掘经验者优先；8.熟悉信用卡业务优先。9.2年以上银行类项目经验。10.统招本科双证，学信网可查，计算机相关专业优先。工作地点：北京市顺义区顺安南路68号民生银行总部基地职能类别：										大数据开发/分析									关键字：SparkH,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
193,数据分析师,数据,8000.0,上海晨骏网络科技有限公司,上海,2.0,大专,"工作职责:1.负责各品类的业绩（销售/毛利/损耗/周转等）分析，定期出具分析报告；2.协助销售部门对公司数据进行有效监督管控，制定数据标准，完善分析方法，优化工作流程；3.与公司数据等部门对接，为公司运营提供数据方面的支持；4 .按需求制作多维度的数据分析报表，固化报表与BI对接做成系统通用报表给到各部门使用； 5.领导交代的其他事任职资格:1.专科及以上学历，统计学.数学.计算机等相关专业优先；2.2年以上电子商务行业数据分析.数据挖掘相关工作经验优先；3.熟练操作常用办公软件,熟练运用EXCEL函数进行各类统计，对数据比较敏感；能使用Exce l建模更佳；4.良好的团队合作和沟通组织能力，有较好分析.判断能力，逻辑思维能力强；5.工作耐心细致，执行能力强，能承受一定的工作压力；",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,数据分析专员,数据,3750.0,广州市德鉴商贸有限公司,广州,2.0,中专,、中专或以上学历，有2年以上数据分析相关工作经验；2、较强电脑软件操作及办公硬件操作能力，熟练使用各种办公自动化设备；3、对数据敏感；4、能熟练操作相关的办公软件及办公自动化设备；5、有良好的沟通协调能力、学习能力、认真负责、勇于进取；有良好的团队协作能力，高效的执行力，服从领导安排和调度；拥有良好的职业道德，能对企业的商业机密保密；6、对于数据分析能独立完成相关工作；7、有摄影爱好者优先；,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,物流数据统计分析（集团岗位）,数据,5250.0,新生活集团（中国）有限公司,沈阳,3.0,大专,数据分析规划岗位职责：1、会物流数据分析、规划；2、物流日常事务性工作；3、物流运营部相关其他工作；4、物流KPI监控-L/T管理等。任职资格：1、本科（含）及以上学历；2、认可企业文化及企业发展理念；3、具备专业的本岗位工作相关知识及技能，excel水平优异；4、拥有良好的沟通能力及解决问题的能力，职能类别：										物流主管									关键字：数据分析,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,数据库工程师,数据,15000.0,上海博登信息科技有限公司,广州,3.0,大专,负责GreenPlum、PostgreSQL日常维护，监控2)负责Greenplum、PostgreSQL数据库故障排错和性能优化3)负责PostgreSQL集群架构及高可用方案规划与实施4)负责配合研发团队完善产品功能、测试新产品在Greenplum、PostgreSQL上面的调试工作5)负责项目一线人员的基础培训工作数据库：SQL语言 精通数据库：常用数据库(MySQL/Oracle/GP) 精通数据库：平台优化和SQL优化 精通软件部署：Linux-操作命令，Shell脚本 熟练Greenplum、PostgreSQL数据库的安装、升级、备份、性能优化、集群维护等日常运维技能 精通PostgreSQL数据库的事务处理机制、存储过程、触发器、函数 精通PostgreSQL体系架构设计及高可用解决方案 熟练熟悉postgresql源代码者优先 了解熟练掌握python、C者优先 熟练,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
197,资讯科技部数据库安全工程师工程师,数据,12500.0,香港大学深圳医院,深圳,5.0,本科,"、负责数据库系统部署、升级，确保数据库系统运行环境安全可靠；2、负责数据库生命周期管理,落实各项数据安全运行指标检查，保障数据库正常运行；3、负责数据库安全维护工作,包括数据库账号权限分配、备份恢复、故障处理和监管用户对数据库的存取访问和优化数据库性能；4、负责信息系统安全各项检查、实施及上报，强化信息系统的安全防护；5、负责技术支持对内对外数据库查询和上报；6、负责完成领导交办的其他工作。",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,数据分析员,数据,3150.0,广东地球村计算机系统股份有限公司,清远,1.0,大专,岗位职责：1、 运用PL/SQL（Oracle）、Transact-SQL（SQL Server）、HiveQL等语言在数据库提取相应数据进行基础数据处理与分析；2、 配置定时作业，自动化生成各类数据及报表；3、 基于提取到的数据开展专题分析；4、 完成上级安排的临时任务。任职要求：1、 大专及以上学历，1年以上相关工作经验，理工科相关专业，计算机、统计数学优先；2、 精通SQL、HQL语句编写，熟悉ORACLE\SYBASE\DB2\HIVE等数据库，熟练掌握OFFICE等办公软件；3、 逻辑思维能力强，熟悉移动业务，且有一定的数据分析能力；4、 具有良好的学习能力、沟通能力、执行能力、语言表达能力、行业道德和敬业精神，责任心强，思维条理清晰，做事耐心细致，遵守通信行业保密规范。上班时间：周一至周五8:30-12:00  14:30-17:30 上班地址：清远市清城区半环北路清远移动综合楼四楼业支中心,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
199,数据库工程师,数据,12500.0,云和恩墨（北京）信息技术有限公司,北京,3.0,大专,"工作职责：1、针对客户的需求或技术问题编写技术方案和技术文档；2、对客户的数据库及系统进行诊断、优化及故障处理，帮助客户尽快回复业务的正常运行；3、有计划有步骤的推进项目的实施，直到最终效果满足合同或项目计划设定的交付目标；4、根据客户满意度以及服务提供过程中暴露的问题，不断的改进、调整和完善工作；5、公司自有数据库相关产品的POC技术测试及项目实施。任职资格：1.计算机专业专科以上学历，3年以上大型oracle数据库管理工作经验;2.熟悉Liunx 操作系统，熟悉基本的操作系统命令；熟悉Shell脚本或Python,Perl任意一种;3.理解Oracle数据库体系结构，基础扎实，熟练各部分的管理；4.熟悉数据库安装部署，包括Oracle RAC及补丁安装，升级及数据库备份;5.具备一定的操作系统、存储、网络以及硬件的相关能力;6.有OCP或OCM证书优先，熟悉MySQL、虚拟化、Docker技术优先加入公司，即会获得：1、良好的工作待遇2、齐全的保险和全额公积金3、以人为本，开放自由的创业体验4、共享公司发展的全员激励回报5、价值创造获得的尊重与成就6、与国内顶尖技术团队一起工作，在工作中获得成长7、14-16薪",0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
