,职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求,C,Linux,Ip,Excel,Cad,Tcp
328,光缆通信管线维护主管,通信,8000.0,广州宽带主干网络有限公司,广州,5.0,大专,一、岗位职责：1.定期对管线进行巡检和维护；2.负责城域网光纤管道的维护和故障抢修管理，以及管道的迁改、优化、光纤管道的竣工验收等工作；3.协助主任完成本组的业务工作。二、岗位要求：1.大专以上学历，通信工程、光通信专业或相关行业，五年以上相关工作经验；2.熟悉通信管线工程施工规范标准和各类维护参数、技术指标；熟悉广州市城市通信管网结构、综合管廊、共建管井资源现状；3.独立的管理能力，能制定和实施管线优化及割接方案；4.熟知代维单位管理及考核，掌握线路巡检、抢修等运行维护管理工作；5.熟练使用各类工程测试仪表（如OTDR、光功率计等），除办公软件外，会使用AUTOCAD等绘图软件；6.集体荣誉感强，吃苦耐劳，良好的“客户第一”服务意识，良好的安全意识；7.身体健康，接受并胜任日常轮流值班、节假日轮流值班；8.熟悉ISO9001/OHSAS18001/ISO14001/ISO20000/ISO27001管理体系工作流程，有相关项目管理经验/承担项目经理者优先；9.通信工程师、持有行业相关证书及职业技能证书者优先；10.持有机动车车辆驾驶证。,0.0,0.0,0.0,0.0,0.0,0.0
329,通信光缆工程师,通信,5250.0,武汉灵鸿科技有限公司,武汉,1.0,中技,、负责城市公安监控、小区监控设备及管线日常运维、抢修，参与光缆现场施工，掌握光缆相关知识，熟练操作熔纤机、光功率计等工具；2、负责对公安监控设备、设施进行日常巡检；3、进行安防监控设备进行综合维修的工作；任职资格：1、相关专业中专以上文化程度，年龄18-35周岁；2、具有C1以上驾照；4、能吃苦耐劳，具备良好的个人素养及职业道德。,1.0,0.0,0.0,0.0,0.0,0.0
330,通信工程师,通信,7000.0,北京码农星球软件有限公司,北京,0.0,大专,岗位职责：1.协助工程技术部门相关负责人承担卫星通信项目的计划实施、监控及质量监督等工作。2.负责填写项目进度报告。3.负责与分包商进行协调及进度监管工作。4.负责项目的集成与功能测试。5.配合相关技术部门负责人员进行项目验收工作。6.配合与现场客户的沟通及相关问题反馈工作。任职要求：1.具有专科以上学历，通信、自动化相关专业毕业；2.熟悉微波及无线通信技术体制；3.具有各类通信接头的制作经验；4.能适应中短期出差；                                                5.具有良好的沟通及团队协作能力；    6.热爱通信行业，具有项目经验者优先考虑。,0.0,0.0,0.0,0.0,0.0,0.0
331,多媒体通信测试工程师,通信,12500.0,北京友聚四海网络科技有限公司,北京,1.0,本科,岗位职责:1.研究多媒体网络通信、图像识别/图像处理等技术，承担视讯会议、视频监控、融合通信、人工智能等多媒体通信设备的技术和测试方法标准制定工作，研究行业最新发展趋势和相关技术；                                                                                                      2. 承担多媒体测试平台的研发和建设，测试方案设计；                              3. 承担多媒体设备的功能、通信协议、通信性能等测试。 任职资格:1、较扎实的多媒体应用、网络通信、图像处理（特别是H.264等视频编解码和视频通信）等方面的基础知识；2、了解视讯会议、视频监控、融合通信等体系架构、产品情况和行业动态；                                                       3、具备多媒体视讯会议、视频监控、融合通信、人工智能等产品测试、项目实操经验者优先，具有较强的测试方案设计能力；                                                               4、具有较强的学习能力；                                      5、良好团队合作精神、较好的沟通能力、表达能力；                                                    6、踏实肯干，较强的责任心和服务意识。                                                    7、大学英语四级以上，较熟练的读、写能力。,0.0,0.0,0.0,0.0,0.0,0.0
332,无线通信工程师助理,通信,5750.0,西安长城华韵电子科技有限公司,西安,0.0,大专,岗位职责：1、负责公司工程的通信线路设计与验收。2、对项目进度、质量、成本控制等环节进行有效管理。3、进行工程的查勘、立项、施工、验收等工作。4、负责与客户的沟通、协调。5、能服从上级安排。任职要求：1、通信相关专业，统招专科及以上学历。2、对光缆通信工程设备与线路工艺有一定了解 。3、对通信概预算、CAD制图、线路施工技术有充分的理解和熟练的应用。,0.0,0.0,0.0,0.0,1.0,0.0
333,通信设计师,通信,4400.0,中睿通信规划设计有限公司,汕头,0.0,中专,、负责工程查勘设计工作。2、学习能力强，培训后能单独完成工作，吃苦耐劳，保质保量及时完成任务。             岗位要求： 1、中专以上学历，计算机、通信或相关专业,0.0,0.0,0.0,0.0,0.0,0.0
334,通信设备销售工程师,通信,9000.0,上海锦珩机电设备有限公司,上海,3.0,本科,"通信设备(时钟同步系统)销售工程师  销售活动  1)            销售人员职位，主要销售通信设备(时钟同步系统) 2)            用户访问和咨询  3)            客户关系管理  4)            客户培训（用户级别）  5)            联系当地经销商和代理商（如适用） 6)            后台，订单处理，控制  7)            与中国和瑞士的互动和接口 8)            向总经理和瑞士合作伙伴报告（每周和每月） 9)            公司安排的其它事宜       项目管理  ?处理和支持客户特定的项目/应用         产品管理  ?市场观察和评估以及反馈（产品定位，市场趋势，竞争等）Goals  ?实现当地销售目标（预算）：数量，数量，利润                   ?积极获取和管理项目                  ?确保专业的客户服务                   ?支持其它区域的营销活动:例如    展览，研讨会，网络活动，邮件等  Requirements  a)            本科及以上学历，通信/计算机专业,通信系统集成工程等相关专业  b)            主要销售通信设备(时钟同步系统), 与各通信集成厂商对接  c)             ***, 3年以上工作经验,    3年以上通信/计算机行业内销售经验者优先，业绩突出者优先，有行业内资源客户的优先；    d)            对地铁/铁路/机场/医院/市政等职能建筑通信系统集成工程、应用和流程有一定的技术理解  e)            强大的外部导向和执行心态, 有责任心，能承受较大的工作压力。 f)              旅行意愿> 50％  g)            以客户为导向，灵活的个性, 具备一定的市场分析及判断能力，良好的客户服务意识  h)            最先进的IT技能（ERP，MS-Office）    i)           语言：中文为母语，英语                                                                          工作地点: 上海",1.0,0.0,0.0,0.0,0.0,0.0
335,通信工程师,通信,7000.0,北京荣博兴科技有限公司,北京,0.0,无,、熟悉通信产品，了解并熟练使用目前通信主流产品，传输产品，能够熟练制作并设计技术方案，有独立相关项目经验； 2、做过IT系统集成和综合布线的，尤其是调试过大型程控交换机的优先，吃苦耐劳，能够经常出差，有相关行业工作背景优先考虑，有电力市场工作背景和家庭背景优先考虑！待遇优厚！3、要求接受过通信技术的正规培训，有相关的培训证书，有相关工作经验优先考虑4、 熟悉华为、中兴、塔迪兰、哈里斯的电力通信设备并具有开通经验者优先！岗位职责：1、熟悉华为OSN系列，中兴330、385系列光传输设备，了解语音交换，网络交换等相关设备5、良好的沟通协调能力及团队协作精神；6、良好的职业道德及责任心；7、领导交代的其他工作。8、可接受应届毕业生,0.0,0.0,0.0,0.0,0.0,0.0
336,通信工程师/技术工程师,通信,3750.0,深圳市有为信息技术发展有限公司,成都,0.0,无,熟悉IP网络基础知识和网络设备，熟悉windows服务器管理与配置；2.熟悉主流数据库技术，如： SQL Server，Oracle等，具备良好的表达与沟通能力以及团队精神；3.能适应长期出差、吃苦耐劳；4.通过CCNA、CCNP、MCSE等相关认证者优先；5.工作地点：成都、重庆、深圳、武汉、河南、北京；6.有车联网、GPS行业从业经验优先。*该岗位常驻成都。,0.0,0.0,1.0,0.0,0.0,0.0
337,售前技术支持工程师（深圳-华为通信）,通信,5500.0,深圳市星网信通科技有限公司,深圳,1.0,大专,负责理解客户需求，提出符合客户需求的技术方案、报价等设计工作；2)负责完成与用户的技术交流、技术方案宣讲、产品演示等工作；3)负责投标文件的编制（说明：配合撰写商务标书，责任主体由销售人员承担）、整体投标文件的排版、打印、复印、装订等工作，并按规定如期完成标书制作及讲解及用户答疑等工作；4)配合做好用户沟通、资料共享、技术协调等工作；5)负责与华为相关产品经理对接和完成交待的相关工作任务；6)完成部门规定的考核任务工作，如销售额、售前类证书、内部培训等；7)参与公司组织的市场活动的策划，如展台、研讨会等；任职资格：（1）常驻地点：深圳（1人）；（2）通信，电子、计算机相关专业，专科以上学历（本科及以上优先）；（3）具备OFFICE基本操作使用能力；（4）具备良好的沟通能力；（5）具有华EC相关资质证书者优先；（6）勤奋、敬业，具备良好的学习能力；有团队协作精神，勇于挑战；   ,0.0,0.0,0.0,0.0,0.0,0.0
338,数据通信工程师,通信,22500.0,中国电子科技集团公司第五十研究所,上海,3.0,硕士,、负责二层、三层网络设备、路由器基于嵌入式Linux的相关协议软件的顶层设计、移植与开发；2、熟悉操作系统原理，熟悉多线程编程，在Linux/vxworks操作系统中进行编程；3、了解OSPF、RIP等已有网络路由协议，进行嵌入式软件平台（Linux/Vxworks）开发；4、采用C/C++/python等编程语言进行开发。职位要求：1、精通二层、三层网络交换设备、路由器工作原理和软件架构，具备多年开发经验；2、 精通虚拟接口、VLAN、MSTP、链路聚合、OSPF、TCP/IP协议、Socket等相关知识；3、精通C/C++，5年以上嵌入式软件平台（Linux/Vxworks）开发经验；4、具有良好的抗压能力、团队合作意识、质量意识和职业操守。5、有SDN开发经验者优先，如OpenvSwithch/ONOS/OpenDayLight/RYU/ODL等；6、具备OPNET、NS3等网络仿真经验者优先。,1.0,1.0,1.0,0.0,0.0,1.0
