,职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求,Pcb,C,Protel,Ic,Qc,Arm
131,电子工艺工程师,电子/半导体,5250.0,徐州威卡电子控制技术有限公司,徐州,0.0,本科,"序号 主要职责 主要任务描述1 新工艺研究 1、 依据公司产品特点学习并探索新工艺、新技术参与引入可行性分析研究；2、 负责按照项目计划完成新工艺试制及准备工作；3、 学习并参与探索生产测试的智能化应用及测试治具的合理化设计；2 工艺改进与创新 根据公司实际生产情况，研究和试验新的生产手段、方法及制造技术，参与工艺试验并推广应用、参与公司内部自动化测试技术相关前沿科技的研究及引入等工作，不断提高工艺技术和测试智能化水平；3 工艺标准化管理和规划 1、 参与制定、修订线路板调试、产品测试的相关制度、规定；2、 参与制定与线路板调试及产品测试相关的工艺技术标准；4 生产过程审核 参与和配合内审、二方审核、三方审核；5 新产品评估 1、负责配合项目经理完成新项目报价支持PSS；2、负责新产品图纸会签；3、负责设计可制造性评估，形成：可行性评估报告；4、负责生产样件制造跟踪及评审；5、负责新产品安全投产评估及认可；6、负责工装、工具、设备的制作和购买（形成：设备与工具F&T清单）；6 新产品工艺设计及维护 1、 产品主数据维护（MES/BCP/PLM、MBOM/工艺路线数据维护）；2、 项目文件的编写和维护（流程图、PFEMA、CP、WI等）；3、 协助IE工程师进行新产品产能规划及分析；4、 负责制作包装工艺、包装设计及包装指导书；5、 试产总结报告；6、 经验教训汇总清单；7、量产生产认可单；7 测试方案的制定、测试设备的选型 1、参与构建测试标准化体系，负责规划测试方案（含调试、测试、烧录、老化），编写测试工艺，提交测试报告；2、负责生产测试设备和测试治具的选型与验收；3、负责自动化测试专案项目的实施；4、负责测试计划、要点报告及产品可测试分析报告，模块测试需求；5、参与编写ICT测试盲点报告，测试覆盖率研究，形成测试覆盖率研究报告（主要是ICT/FCT）6、负责新品测试问题汇总，协助制作PFMEA(失效模式影响度分析)；7、搭建测试平台，协助测试编程，维护测试环境；8、协助测试工程师和机械工程师设计测试设备和测试治具；8 测试设备的验收和维护保养 1、协助IE工程师制定模块测试标准工时；2、编制测试设备操作规程、点检记录表、维护指导书和保养计划制定；3、制定测试设备保养计划及备件管理；4、参与测试设备能力测定；9 持续改进 1、协助IE工程师进行生产线产能提升；2、生产线生产异常问题处理；3、售后问题质量问题分析与解决；4、参与公司质量项目；5、测试设备及治具的优化；6、参与分析和解决测试误测分析、异常处理，提出产品及测试工艺优化方案；10 工程技术指导 1、生产相关设备的调试；2、负责培训和指导测试人员；3、负责生产过程的指导和培训；4、4M更改的工艺支持；5、对现场进行工艺管理、工艺纪律检查、工艺问题解决；6、对供应商进行技术支持，协助分析客户现场疑难问题；11 团队合作 1、与技术中心保持良好沟通，确保新产品安全投产；2、与质量部保持良好沟通，配合分析客户端产品问题,做好质量策划和持续改进；3、及时响应生产团队技术支持需求，确保及时交付；12 其他 完成领导安排的其他工作；任职资格学历及所学专业 本科以上学历,电气化、自动化、机电一体化类相关专业；资格认证 -知识 1、 熟悉产品工艺相关文件的编制及更新；2、熟悉机械加工装配工艺；电子产品装配工艺；3、了解计算产品工时、线体平衡的能力；4、熟悉人机工程学的知识，防错知识；5、了解精益六西格玛生产知识；6、熟悉公司生产测量设备和工具的使用参数；7、了解TS16949及质量体系；8、熟练使用Office、AUTOCAD、CAXA、了解Altium design软件；9、了解电路板设计；10、了解工件的安装和夹具设计知识，包括：定位原理、定位误差、工件的夹紧等11、了解ATE自动测试技术、ICT在线测试技术；12、了解PLC编程、通信电路13、了解测试流程、测试平台搭建和AN通讯接口协议14、能够独立设计测试方案，熟练使用示波器、万用表等仪器仪表经验 4年工艺工程师相关工作经验及自动化实际应用相关工作经验能力 1：自我驱动，激情和承诺；2：顾客导向，质量导向；3：解决问题能力；4：学习能力，快速反馈能力；5：具有较强的沟通能力，团队协作能力；6：项目管理经验；",0.0,0.0,0.0,0.0,0.0,0.0
132,电子工程师,电子/半导体,7500.0,重庆台冠科技有限公司,重庆,3.0,大专,"、具备良好的数字电路、模拟电路的理论基础，具备良好的开关电源和电力电子基础知识；2、熟悉PFC电路和各种DC/DC、DC/AC转换器拓扑电路；3、熟悉电力电子主被动元件，能够评估各种拓扑电路的性能及成本差异，包括寄生参数影响、输入输出范围、纹波、效率等；4、电力电子建模、仿真与控制，具有电力电子仿真软件研发经验；5、至少熟练掌握一种原理图和PCB开发工具，理解PCB板布局和布线的原则；6、具有一定的产品可靠性设计、EMC设计、可维护性/维修性设计能力；7、熟练使用常用电路测试工具和仪器； 8、对电子技术设计和开发工作有强烈的兴趣爱好，对研发工作有独立的思想。岗位要求：1.3年以上大中型企业LCM电子工作经验，熟悉protel99或pads/orcad/autocad等设计软件，会画原理及Layout；2.熟悉Keil/Quartus II的应用，能编写电测及OTP程序,会电性不良分析；3.熟练使用office办公软件，能出FACA报告，能看懂panel/IC英文规格书；            4.熟悉工艺流程，焊接熟练，有较强的动手能力，沟通能力强，积极主动。",1.0,0.0,1.0,1.0,0.0,0.0
133,电子工程师（电表领域）,电子/半导体,13000.0,上海品研测控技术有限公司,上海,0.0,大专,我司主要为高科技技术产品生产研发公司。主要经营电流传感器，电能表，以及全套工业用电电能检测设备解决方案。近年来在国内取得重大发展，我司的主要竞争对手主要是国外同行业知名品牌。现需要广大人才加盟，共创美好未来。薪资待遇：6000-20000元/月（视工作能力而定）岗位要求：勤奋易相处，电子电路相关专业，有电表相关研发调试经历者优先。1.能独立完成PCB绘制2.有2年以上ARM编程经验3.熟悉万用表，示波器，开关电源，电流发生器等测试设备4.熟悉电气基本知识，功率，功率因素，谐波等。岗位晋升：可晋升为技术主管，享受企业年终分红公司福利：1.早8点半 晚5点半 午休一小时，双休。2.公司欢迎努力的人，只要加班就有加班费3.过节福利，聚会，k歌，团队旅游4.年轻创业团队，需要有冲劲努力的人才加盟5.表现优异者，公司每年都免费外派海外考察学习旅游若干次6.每年公司都有年终考核及年终大奖人人有份 每人都有机会分得1万元至30万元不等的年终分红，根据个人能力和业绩而定。欢迎有激情有兴趣的电子电路相关经验的应届毕业生我司主营 电子式互感器，三相高端电能表 出口型企业。产品非常独特，国内厂家只有三家，目前形势一片大好，可取代性低，技术门槛很高，需要有行业经验才能迅速上手。会有专业工程师指导完成，如果有好的思路我们都会采纳，表现优异者会有出国参观展会与同行交流的机会。工作地点：上海闵行区莲花南路255弄55号208室 5号线颛桥地铁站向东2K,1.0,0.0,0.0,0.0,0.0,1.0
134,电子技术研发工程师,电子/半导体,12000.0,深圳市健科电子有限公司,深圳,1.0,本科,，本科以上学历，电子、信息工程或相关专业毕业。2，精通模拟及数字电路，具有扎实的电子基础知识，有一年以上硬件开发、或硬件工程师职位工作经验，优秀应届毕业生亦可。3，熟练操作protel/Altium/PADS等任意一款软件。4，热爱电子行业，思维敏捷，有较强的动手能力和学习能力。5，工作能刻苦钻研，有较强的责任心、敬业精神。沟通能力强，有迅速接受新事物的能力，有良好的团队合作精神和进取心，能够承受较强的工作压力。工作描述：1、根据客户要求，设计产品方案。2、根据产品方案，设计详细的原理图和PCB图。3、负责编制在转产及样品阶段必要的技术支持和指导文件。4、负责产品问题的解决、性能的改进、质量的提高。5、为客户解决问题，提供技术支持。福利待遇：1、公司实行大小周工作制，带薪年休假。2、公司提供住宿，自宿则享住房补贴。3、公司设年终奖，节日福利，生日红包等他相关福利补贴。4、公平公正完善的晋升通道。,1.0,0.0,1.0,0.0,0.0,0.0
135,电子硬件工程师,电子/半导体,7000.0,佳乐电子（深圳）有限公司,深圳,3.0,中专,电子专业毕业（精通无线接收与发射），对声学知识有初步了解；能独立进行电子电路设计，对PCB电路板设计打样两年以上工作经验。,1.0,0.0,0.0,0.0,0.0,0.0
136,高级电子工程师,电子/半导体,15000.0,深圳市韦创力科技有限公司,深圳,3.0,大专,1、精通电子技术原理与应用，熟悉常用电子元件参数与性能；2、对单片，FPGA，ARM等有一定的了解。并能根据Datasheet完成电路设计；3、熟悉各种門电路，能独立计算运放电路与运放的工作方式；4、能独立制做PCBA样品，精通热风抢，烙铁等工具。熟炼拆焊BGA，QFN，LQFP，0402小料等元件；5、能独立看英文版元件Datasheet；    任职要求：1、电子、自动控制、机电一体化等相关专业；2、有工业产品有设计经验者优先；福利：五险，项目奖金，包住，年终奖，带薪年假，带薪法定假，员工旅游，大小周，不定期下午茶及福利，每月生日会等 职能类别：										电子技术研发工程师									,0.0,0.0,0.0,0.0,0.0,1.0
137,嵌入式软件测试（汽车电子）,电子/半导体,12500.0,上海大郡动力控制技术有限公司,上海,3.0,本科,、参与相关测试流程、规范、标准的制定和改进等；2、搭建测试环境并进行测试；3、管理测试结果，并提交bug记录和测试报告；4、维护和更新测试版本和测试用例等；5、跟踪缺陷状态，推动开发人员解决问题。任职要求：1、通信、电子、自动化等相关专业本科及以上学历；2、嵌入式软件测试行业经验3年以上，熟悉测试理论，掌握软件测试基本方法；3、具有准确、详实的描述bug产生的过程、bug的现象和跟进bug改进的能力；4、掌握常用的测试软件，使用过Tessy和QAC软件的优先考虑；5、会使用CAPL语言编写测试用例的优先考虑。职能类别：										测试工程师																			汽车电子工程师									,0.0,0.0,0.0,0.0,0.0,0.0
138,电子技术研发工程师,电子/半导体,25000.0,埃卡自动化系统（无锡）有限公司,无锡,3.0,本科,"岗位职责：微型电子产品研发任职要求：电子工程类专业本科及以上学历，5年以上相关工作经验熟悉小功率DC-DC电路及电池充电电路熟悉PIC和ARM控制器及相关电路的设计和软件开发熟悉BLE, USB Type-C等通信协议熟练使用Altium Designer或类似软件设计多层和软硬结合板了解PLC和Raspberry Pi良好的表达沟通能力，分析解决问题的能力，和团队合作精神工作地点：无锡市锡山区泾虹路58号联东U谷49号工作时间：一周6天工作制 职能类别：										电子工程师/技术员																			电子技术研发工程师									关键字：电子工程电子研发工程电子技术电子技术研发DCPICARMBLEAutinumPL",0.0,1.0,0.0,0.0,0.0,1.0
139,安徽省电子与智能化项目市场拓展,电子/半导体,7500.0,上海中原电子技术工程有限公司,合肥,3.0,本科,工作地址位于合肥市包河区；2.从事建筑智能化或电子工程领域商务、技术工作不少于3年，市场开拓意识强，项目经验丰富；3.本科及以上学历；4.有较强的组织能力和团队协作能力；5.熟悉电子与智能化领域的主流产品； 6.熟悉安徽招投标管理要求，熟悉安徽省定额软件；公司简介：公司属中船重工集团第七二六研究所附属企业，为全民所有制。工作地址:合肥市包河区包河区马鞍山路加侨国际广场做五休二，严格按国家规定缴纳社保及公积金。,0.0,0.0,0.0,0.0,0.0,0.0
140,开发采购工程师（电子/结构）,电子/半导体,9000.0,深圳市湘凡科技有限公司,深圳,3.0,大专,岗位职责：1、认真贯彻执行公司采购管理规定，与各职能部门建立并维持良好的配合关系；2、具有建立和改善采购流程和体系的能力，分析解决问题及业务推进能力，较强的成本控制意识和服务意识；3、负责采购价格、账期谈判及降本控制；按流程执行采购任务，包括：询价、比价、议价等；4、优化供应商资源，寻找备用供应商，保证价格合理货源稳定；5、新引入的供应商审核，三证和单价是否准确；6、协助跟单，处理采购异常；7、按时完成上级交办的其他临时工作。 任职要求：1、25-35周岁，只限GG；2、持C1驾照，会开小车，能适应短期出差；（硬性要求）3、大专以上学历，有结构件、电子料三年以上采购开发、管理经验优先；（硬性要求）4、具备良好的职业操守及沟通谈判能力。员工福利：1、社会保险：按规定缴纳五险一金，以及平安商业保险；2、住宿伙食：公司免费提供住宿和伙食补贴，宿舍环境舒适，配备空调和热水器；3、其他福利：公司为员工举行生日聚会，每年最少安排一次大型集团旅游活动，每年定期安排员工体检；4、晋升通道：公司高度重视员工职业发展规划，所有岗位设有每年两次的晋升调薪机会；5、办公环境：交通便利，办公环境高尚优雅，工作氛围舒适和谐；6、上班时间：大小周。欢迎各位优秀者的加入！公司发展迅速，学习晋升空间极大！公司详细地址：深圳市龙华新区大浪街道鹊山路口龙城工业区御祥2栋2-4楼（龙华派出所附近）。乘车路线：公司附近公交站台：龙华村、龙华交管所。多路公交车直达，如：M352、B694、M193等。附近地铁：龙华地铁站、龙胜地铁站。,0.0,1.0,0.0,0.0,0.0,0.0
