,职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求,Linux,Mysql,Shell,Python,Sql,Oracle,Nginx,Tomcat
767,网站运维工程师,运维/技术支持,5500.0,水肤兰（北京）生物科技有限公司沈阳分公司,沈阳,3.0,本科,岗位职责：1、负责公司网站建立（编写源代码）、维护、优化、内容更新、数据库备份等；2、协助完成信息内容的策划和日常更新与维护；3、负责公司网页整体美工创意及各页面设计；4、编写网站宣传资料及相关产品资料；5、熟练操作常用的网页制作软件和网络搜索工具，熟练使用Photoshop等制图软件，了解网站开发、运行及维护的相关知识；6、针对网站推广有独到的见解和评估，并能更好的改进推广效果。任职资格1、人品正直，工作态度认真负责，能吃苦耐劳，注重团队合作；2、计算机相关专业大专及以上学历，具有3年以上相关工作经验优先；3、熟练掌握ps dw ppt 等设计软件 有小程序；4、良好的文字功底，较强的网站专题策划和信息采编能力。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
768,运维工程师,运维/技术支持,17500.0,深圳市度点科技有限公司,深圳,2.0,本科,岗位职责1. 负责线上服务器业务系统的网络架构与安全规划，部署实施、线上系统日常的运维变更；2. 持续完善监控告警、故障排查。保障系统服务7x24稳定运行；3. 优化和完善现有运维流程及规范；4. 基于高效的原则，进行必要的自动化系统和工具的建设。 任职资格1. 本科以上学历，5年以上工作经验，深入理解Linux系统，具备国内主流云服务器的Linux运维经验；2. 深入理解Docker、K8S、LVS、Nginx、MySQL、Redis的原理，能够独立部署与维护对应的应用；4. 熟悉常用公有云如阿里云、华为云的操作使用；3. 熟练使用监控和自动化相关工具，具备快速发现定位问题的能力；4. 具备良好的学习及解决问题能力，高度的责任服务意识及团队精神。我们的福利：1、 工资：（底薪+绩效奖金+全勤+其他）优于市场行情的岗位薪酬，让您价有所值；2、 奖金：丰厚的年终奖金（足够让您回家过年嘚瑟一把了）；3、 五险：养、失、工伤、医疗、生育，一切为您保驾护航；4、 节日： 各种节日福利、下午茶、最重要的是您见过红包雨吗？如果没有，那么加入让你，让你感受一番大小中甚至暴雨的威力。5、 旅游：公司每年组织一次全公司性质的户外旅游以及员工拓展活动，抢红包抢到你手软。6、 活动：在这里除了工作，我们还有娱乐，羽毛球比赛、K歌比赛、年终晚会、演讲比赛，趣味运动会，健康减肥PK活动等等，让您感受无限的欢乐；每月一次！7、吃住：周一至周五包中餐，不定期组织下午茶、部门聚餐、公司聚餐，各种没理由聚餐。上班时间：双休，上午9：00-下午18：00  每个月最后一个星期单休联系电话0755-27588185陈小姐,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
769,运维专员,运维/技术支持,3750.0,西安米旗食品有限公司,西安,1.0,大专,岗位说明：1.负责公司电脑、pos机以及周边设备日常运维管理和优化，建立相关资料文档；2.负责企业内部信息系统的建设及维护，如jde系统、pos系统、OA系统、监控系统、门禁考勤系统等；3.负责职场内各类型计算机、网络通信、办公自动化设备的安装、部署、调试及故障排查。岗位要求：1.专科及以上学历，计算机科学与技术、信息管理等相关专业；2.有IT系统开发及运维经验或Java开发基础者优先考虑；3.了解一门开发语言（C、C、Java）；4.熟悉ORACLE、SQLSERVER、MYSQL数据库，可熟练进行相关操作。,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
770,技术支持工程师,运维/技术支持,4250.0,福建环宇通信息科技股份公司,泉州,1.0,大专,						岗位职责:1.负责公司产品的技术支持工作；2.帮助客户分析与排除产品故障；3.协助市场人员进行市场推广；4.负责相关产品的文档编撰与设计；5.完成产品相关的技术服务工作。任职资格：1.计算机相关专业专科以上学历；2.具有良好沟通协调能力，有团队合作精神；3.熟悉网络知识，能独立进行TCP/IP网络的安装调试，能对网络故障进行分析排除；4.熟悉交换机、路由器等网络设备的基本安装调试；5.熟悉Windows/Linux等运维知识；6.承受较强的工作压力，有责任心；7.有同行业相关经验者。																		,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
771,技术支持工程师,运维/技术支持,8500.0,浙江保融科技有限公司,杭州,2.0,本科,、本科学历，计算机相关专业，1年以上工作经验。2、熟悉Linux操作系统和SQL Server、Oracel数据库日常运维管理，包括安装部署、日常监控、备份恢复。3、熟悉中间件weblogic、websphere、tomcat相关应用及常用的计算机硬件、网络知识4、有良好的沟通和表达能力，具备很强的责任心、上进心和客户服务意识；5、有实施过大型金融财务类型应用软件经验或者具备软件开发经验优先。6、具备良好学习能力；岗位职责：1、负责大型金融行业客户的财务结算相关的应用软件技术支持工作，包括问题处理、需求跟踪、系统优化以及服务技术方案拟定等工作内容；2、负责项目定期的巡检；3、项目现场技术支持；职能类别：										技术支持/维护工程师									,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
772,IT运维工程师,运维/技术支持,5833.33,中化蓝天集团有限公司,黄冈,2.0,大专,岗位职责： 1、按要求的时间和方式开展视频会议、电话会议的测试和管理，确保本单位顺利参加集团召开的视频会议； 2、做好本单位网络、软硬件的维护和巡查，保障网络畅通、硬件稳定运行、系统应用正常； 及时解决用户在IT服务热线上提出的问题； 3、做好公用IT设备的维护、使用指导和借用登记，包括一卡通系统、复印机、公用笔记本、公用投影仪、饭卡机、宿舍监控系统、食堂监控系统、音箱系统、视频会议系统、电话会议系统等； 4、做好手机Notes邮箱和手机EAS的指导、维护工作；  5、完成每月座机话费的分摊；更新办公楼门口显示屏内容：重要节庆日、领导检查、安全文化相关内容、恶劣天气提醒等。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
773,IT运维工程师,运维/技术支持,4250.0,广东珠江电线电缆有限公司,佛山,0.0,本科,收集、整理用户对系统的使用意见及建议，归纳、整理成为系统需求文档。2.在系统使用过程中对用户进行指导并及时处理用户遇到的问题。3.协助系统的推进工作，确保公司网络系统的正常运行。4.协助IT经理管理ERP系统项目的论证、引进（或开发）与实施，组织ERP系统与企业状况之间关系分析，确保公司ERP系统的顺利运行；5.各模块需求论证和测试，客户端用户设置和指导；6.完成领导交办的其他工作。 职位要求：1.全日制本科及以上学历，计算机相关专业，欢迎应届生；2.熟悉计算机系统，熟知全面ERP系统（包括但不限于用友系统、SAP、MES等）的设置、运用和部分模块的开发；3.熟悉制造业生产流程；4.对数据敏感性高，原则性强，逻辑清晰，学习能力强。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
774,运维工程师,运维/技术支持,6000.0,郑州科瑞思拓软件科技有限公司,郑州,2.0,大专, a)具备2年以上的运维工作经验。b)负责事件监控值班（7*24），每日二班9:00~21:00、21:00~9:00，采用轮班值（值夜班后第二天调休），每月会轮1-2次周末班和3-4次夜班。c)工作内容：分公司故障或需求工单的流程处理（这里不涉及某个具体业务处理），主要是事件类、故障类工单的处理及进度跟踪。d)技术能力要求：需要具体一定的sql知识，能够使用mysql数据库。e)学历要求：大专以上 ,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
775,运维工程师,运维/技术支持,9500.0,科立讯通信股份有限公司,广州,2.0,大专,"岗位职责：1、系统的部署、升级和相关维护工作；2、监控系统和服务器的运行状态，及时处理故障；3、保障系统7*24小时正常稳定运行；任职要求：1、计算机及相关专业大专以上学历，2年以上的Linux运维工作经验；2、精通MySQL，有搭建数据库集群，读写分离等工作经验；3、熟悉Redis的安装，配置和优化；4、熟悉Linux操作系统；5、熟悉Apache、Nginx、Tomcat等软件的安装，配置和优化；6、熟悉网络搭建,如：路由器、交换机、VPN、防火墙等的配置；",1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
776,运维工程师,运维/技术支持,12500.0,深圳市蓝禾照明有限公司,深圳,2.0,大专,"、协助和支持开发团队、业务部门，研究和熟悉新的技术和产品，对改善系统稳定性和数据安全性提供参考和建议.3、主动处理系统和数据异常故障,响应和分析突发事件，并负责公司日常App服务器运维数据的统计及系统报告的分析.4、协助管理和制定公司重要系统和数据的备份、恢复、紧急预防策略，并负责定期状态跟踪和分析，改进.职位综合要求:1、大专及以上学历，计算机相关专业,不低于三年本职位相关工作经验，工作态度认真负责.2、至少两年以上全职linux操作系统管理和网络管理工作经验，熟悉Tomcat,nginx,Apache,PHP,Redis,ActiveMQ,MySQL,HA，LB等应用环境管理和配置3、熟悉AWS、阿里云等常见云计算平台的常见产品环境管理，能快速部署和实施相关应用。4、熟练Windows和Linux系统、常用网络系统基础服务和设备、服务器软件、硬件维护技术并有良好的工作经验5、有App产品，智能家居产品相关经验的优先考虑职能类别：										技术支持/维护工程师									关键字：运维安全数据架构机房运",1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
777,硬件运维工程师,运维/技术支持,5250.0,常州市宏发纵横新材料科技股份有限公司,常州,1.0,大专,、负责公司桌面运维；2、常见的服务器故障，各类外设的故障处理；3、网络及监控设施的建设维护；4、大专以上学历；5、熟悉电脑的软硬件维护；6、熟悉企业网络的基本配置，域、文件等服务器的管理。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
